date,S,E,I1,I2,R,beta
2020-02-28,7249613.630354968,53.36986403593692,12.663249856713415,0.0,0.0,5.000045542506157
2020-02-29,7249606.660969996,58.50351329015876,13.60576496884719,0.6623287367787891,0.23119033157588278,4.780299680311309
2020-03-01,7249592.670404432,68.33205755096976,16.09226429719117,1.853024973871071,0.716726157887181,4.438311512347668
2020-03-02,7249562.59972756,88.11631007134157,21.718724896965618,4.924901799273614,2.3066807617833134,3.7451573989080424
2020-03-03,7249522.376431005,112.9794127476978,29.527308833034795,9.175814337577444,5.609956505672984,3.228930697177876
2020-03-04,7249472.393116268,142.11838547452862,39.38178886273558,14.612042516794729,11.16667960379052,2.8608594254445787
2020-03-05,7249399.706987784,183.18585372541418,53.543607751605585,22.55283939190585,20.686986649660344,2.4607657695258554
2020-03-06,7249278.002964356,250.09024714883333,77.08924042124704,35.91305529574307,38.58764278486744,1.9154378774463354
2020-03-07,7249116.6557629,334.5795278476536,107.9707365430471,53.74700958556853,66.73862973558651,1.6132193192547364
2020-03-08,7248913.571770104,436.33469828544247,146.10747547890233,76.26029993264909,107.42730550959298,1.4475330769685608
2020-03-09,7248661.376819719,557.8507093270149,192.505746024304,104.21537369957635,163.7641385160224,1.3385691704040514
2020-03-10,7248352.596743515,701.1264806196548,248.24054958821225,138.4181028867282,239.3433840343459,1.2571234965013511
2020-03-11,7247980.042573294,867.441276678834,314.29947998453724,179.6938800124284,338.261499813509,1.1897598776831442
2020-03-12,7247537.256652073,1057.1299846445042,391.4409653537948,228.82014076781624,465.1049859334715,1.1297177431760959
2020-03-13,7247018.983269344,1269.3896571305036,480.06467070244076,286.44006873171134,624.8891108243222,1.0735223952208428
2020-03-14,7246421.6092284685,1502.1583562155733,580.100295283837,352.97123754739675,822.9410920051014,1.0194768018704472
2020-03-15,7245743.511189319,1752.1049446022305,690.9271448641422,428.52018447642996,1064.7288666307963,0.9668911527444849
2020-03-16,7244985.2525617145,2014.7541347918902,811.3384812333486,512.8139626470883,1355.6433125225417,0.9156667169856294
2020-03-17,7244149.580512469,2284.7584389931867,939.5628793535375,605.1596759290278,1700.7484759489541,0.866059354520192
2020-03-18,7243241.217431936,2556.2859272253036,1073.3487869250102,704.4416924465356,2104.520639765922,0.8184948280475909
2020-03-19,7242266.492341439,2823.456402658548,1210.1040615723005,809.1613530214133,2570.6015393366256,0.773426996888019
2020-03-20,7241232.859854305,3080.7735360455486,1347.0722123407554,917.5165685160313,3101.59145249061,0.7312702670896686
2020-03-21,7240148.357670492,3323.509104455043,1481.5249082944429,1027.5127454739024,3698.904030478847,0.6923628590866477
2020-03-22,7239021.066832831,3547.994541211972,1610.9486798585508,1137.0926185791443,4362.697931419061,0.6569478787782552
2020-03-23,7237858.620942078,3751.8018810712483,1733.2056975807843,1244.2704946679132,5091.891596093622,0.6251831679653423
2020-03-24,7236667.786056005,3933.821388811482,1846.6560722832064,1347.2572209414823,5884.258404176692,0.5971590843373534
2020-03-25,7235454.1330339415,4094.2405404639867,1950.2360642003632,1444.5653566551603,6736.591913513811,0.572907619607156
2020-03-26,7234221.821390268,4234.4308533391995,2043.489492950437,1535.0872925422466,7644.9255927692775,0.5524070251391185
2020-03-27,7232973.49587849,4356.7632578152225,2126.553703533982,1618.1419839915693,8604.788118693567,0.53558585826822
2020-03-28,7231710.286392466,4464.376697314017,2200.106176117042,1693.4891805740554,9611.473997268868,0.5223220498335738
2020-03-29,7230431.890884944,4560.9285222648505,2265.281007421874,1761.313143631005,10660.310027479945,0.5124455002750108
2020-03-30,7229136.708114216,4650.359982970938,2323.5673049005577,1822.1806812790844,11746.900623755237,0.5057451400609766
2020-03-31,7227821.989888902,4736.699578701193,2376.702762980446,1876.9808246583802,12867.338973586757,0.5019787663175681
2020-04-01,7226483.988764086,4823.9163862814285,2426.573804767595,1926.8546710228363,14018.376042734977,0.5008859043615652
2020-04-02,7225118.076489652,4915.833328770048,2475.131384530346,1973.123737293231,15197.54472644977,0.5022035512787892
2020-04-03,7223718.823999277,5016.0938621384585,2524.328609935252,2017.2242425467664,16403.24129360516,0.5056771773080855
2020-04-04,7222280.055279044,5128.158367677252,2576.0803422132053,2060.6525277572023,17634.770124861014,0.5110608772731712
2020-04-05,7220794.889998889,5255.310353955472,2632.2398931908256,2104.9234552230173,18892.3597959136,0.5181134431745282
2020-04-06,7219255.793863225,5400.653427775474,2694.5859856249676,2151.5406721261015,20177.158535242226,0.5265882710928071
2020-04-07,7217654.65663799,5567.084154737712,2764.811817336364,2201.9754103212977,21491.215468712395,0.5362189110037751
2020-04-08,7215982.918520784,5757.22828029126,2844.5088848151518,2257.649255304301,22837.451422511574,0.5467033882196377
2020-04-09,7214231.769444537,5973.327583433211,2935.1381956907867,2319.9157344553037,24219.6199443622,0.5576885719296553
2020-04-10,7212392.431054467,6217.08059826205,3037.983668133417,2390.0355715020683,25642.255930558516,0.5687622201066188
2020-04-11,7210456.510248906,6489.457802036536,3154.0874347622625,2469.1418437988204,27110.606420095926,0.5794614249397069
2020-04-12,7208416.404166863,6790.51474809832,3284.1717320655757,2558.1939484624,28630.536611022842,0.5892959469098972
2020-04-13,7206265.740434413,7119.217331271504,3428.554351048157,2657.9220671235857,30208.404431658728,0.5977782679232602
2020-04-14,7203999.839923827,7473.28736333699,3587.0638330284087,2768.7654635288645,31850.898716419597,0.6044544012841591
2020-04-15,7201616.184965636,7849.079087487913,3758.959655140029,2890.8083638302787,33564.838424677386,0.6089337910922139
