date,S,E,I1,I2,R,beta
2020-02-18,5401000.194350235,51.1334231179473,11.74539209757717,0.0,0.0,5.000058210343574
2020-02-19,5400979.254580838,65.09733100551718,15.458691365646718,2.247127393592982,1.0155161497645744,3.9530205033508836
2020-02-20,5400969.71376077,70.28638905971121,17.793219249241204,3.296192860385494,1.983940541133507,3.8332984849054696
2020-02-21,5400959.527494641,76.06503234094555,19.852436441797604,4.632226650887977,2.9966822039766563,3.655737231705218
2020-02-22,5400962.54482268,73.97718686948568,19.35340323503778,4.218086626331285,2.9804793457031358,3.9320186446939704
2020-02-23,5400952.910235874,80.33973276437763,21.037449202429443,5.159123441416604,3.6280354497476957,3.7529825800281045
2020-02-24,5400939.027781832,89.14490558112733,23.619708604410707,6.504308661410669,4.778673534749149,3.5963758607964813
2020-02-25,5400911.370926939,105.77402600250348,28.950623420751718,9.525873336925411,7.455422088003383,3.199480204190789
2020-02-26,5400867.847886039,130.63963939856333,37.52499443363792,14.42522228286052,12.641434591686473,2.7488994232863417
2020-02-27,5400813.642943822,160.15998613728686,48.07114974987148,20.565820305632606,20.642032538464253,2.4627246698491083
2020-02-28,5400728.128662154,205.52326821909864,64.57281127541386,30.276012676774357,34.585427272180816,2.0291360490200083
2020-02-29,5400601.734703371,270.3290464152738,88.66010496962842,44.591824476624325,57.7765940185087,1.6262286280303286
2020-03-01,5400441.382347749,349.1865980166812,118.58857420386087,62.61892297250166,91.32326189277984,1.4203673238497323
2020-03-02,5400242.511464084,443.79098223656723,154.7972420900646,84.70656481300294,137.30232213146581,1.308726297959042
2020-03-03,5399997.3748949645,557.3283295362801,198.43175613350732,111.56024787415257,198.42386660138456,1.2400032121384323
2020-03-04,5399697.230820029,693.1213442770875,250.86336698274644,144.0330890953342,277.88282435552196,1.1932655930692289
2020-03-05,5399332.382893208,854.5624683291751,313.62059068696374,183.12918378641663,379.45061788269027,1.1580691519642299
2020-03-06,5398892.281195923,1045.0087062158118,388.3297399762889,229.98276957128576,507.5596734354502,1.1286920737217279
2020-03-07,5398365.681895454,1267.6494077432021,476.6537121720698,285.8254113412577,667.369997354925,1.1019188647919014
2020-03-08,5397740.861863456,1525.3560373593841,580.2256349993213,351.94512869121496,864.8120047407599,1.0759833413224718
2020-03-09,5397005.890926124,1820.5158936239918,700.5757630230441,429.63863909779394,1106.6014012914038,1.0499956910903863
2020-03-10,5396148.940403199,2154.8730406811637,839.0529715026559,520.1572036556419,1400.2223748575743,1.0236236480423273
2020-03-11,5395158.586546889,2529.411417280726,996.7483312399125,624.6480434206859,1753.876071253593,0.996897820833157
2020-03-12,5394024.076210672,2944.298668003796,1174.4312165778097,744.0958471879236,2176.3935016331857,0.9700504860155775
2020-03-13,5392735.531725435,3398.896946389521,1372.5062663882527,879.2702970949233,2677.1154071235355,0.9433975134291169
2020-03-14,5391284.090257337,3891.828580468474,1590.9961329534701,1030.685442614111,3265.7451401500207,0.9172486972199766
2020-03-15,5389662.00071781,4421.063067401627,1829.5478226900773,1198.5747025633002,3952.1834349603123,0.8918472906833285
2020-03-16,5387862.684835367,4984.015401334203,2087.4559240247727,1382.881700859602,4746.3549616366745,0.8673636431970833
2020-03-17,5385880.765463225,5577.649884521927,2363.6981929751505,1583.2652208285324,5658.035675895954,0.8438989158597515
2020-03-18,5383712.076687088,6198.575832297428,2656.9777722644967,1799.1157172282722,6696.688279686544,0.8215000873164283
2020-03-19,5381353.662172883,6843.1311603048725,2965.7674846151717,2029.5801454898378,7871.31116317325,0.8001804553017509
2020-03-20,5378803.772100936,7507.4475703410835,3288.352125851418,2273.5916947331702,9190.304253165328,0.7799349625326019
2020-03-21,5376061.88077292,8187.481838687202,3622.864231626164,2529.900982851452,10661.353141898222,0.7607417971348187
2020-03-22,5373128.752981992,8878.996221557543,3967.307010047234,2797.1047367572446,12291.330677036916,0.7425587407154286
2020-03-23,5370006.5769221755,9577.48425584087,4319.558384055974,3073.6673435180187,14086.212631792654,0.7253147056975568
2020-03-24,5366699.164094994,10278.054817705597,4677.353217978719,3357.930949339901,16051.00139227273,0.7089038974404901
2020-03-25,5363212.1913284045,10975.306386670785,5038.247030960706,3648.1116458696774,18189.649763502337,0.6931874776533032
2020-03-26,5359553.452031992,11663.222890613013,5399.569896190838,3942.282575839309,20504.976862828906,0.6779992611174797
2020-03-27,5355733.05274752,12335.144317792816,5758.383376272116,4238.3481326766605,22998.569852713586,0.6631652935001342
2020-03-28,5351763.4947887035,12983.844873910635,6111.461171331686,4534.018123273742,25670.669373283425,0.6485213360019094
2020-03-29,5347659.625521329,13601.706361410908,6455.30586120487,4826.792799278579,28520.04315437077,0.6339299530493113
2020-03-30,5343438.460215704,14180.96351962291,6786.204870285595,5113.967201637733,31543.858552944315,0.6192918994711907
2020-03-31,5339118.914518742,14713.969343041954,7100.319140590978,5392.658913088893,34737.56835623958,0.6045463491708294
2020-04-01,5334721.4591028895,15193.468470448817,7393.791877412306,5659.857711389134,38094.824368442045,0.5896775960078856
2020-04-02,5330267.676149325,15612.89360355846,7662.873844868256,5912.49391488778,41607.4308870032,0.5747188918955779
2020-04-03,5325779.708452168,15966.688013393457,7904.063548500277,6147.523403399805,45265.34790772095,0.5597549314740081
2020-04-04,5321279.582659424,16250.6648053034,8114.262684364171,6362.028460452451,49056.75234963023,0.5449233871700679
2020-04-05,5316788.397498355,16462.40192795767,8290.94889112529,6553.334724710027,52968.16514050777,0.5304141800407516
2020-04-06,5312325.425585114,16601.619125548965,8432.362541354956,6719.144218861097,56984.65262799684,0.5164611283337335
