,mse_confirmed-only,ihme,mse_smell-0delay,mse_hh-0delay,naive
13095,244.284607230383,11094.893799091737,244.50743282814804,242.85071248684537,73.53595515459402
13097,157.27406999903712,337.2203887590637,166.13550814418144,164.26635433672539,165.7158623105895
13099,6.036781200543889,119.09956099176124,6.116698450097181,6.076480793025017,3.911447840938951
13101,2.180752725465702,4.019755399545436,2.3616344270008605,2.3423375038875074,2.2046947534378556
13103,11.238915168262139,91.32282361230409,23.61915047643326,23.36399907523795,11.241306823158448
13105,7.343193453718987,42.30577752204215,18.011784705030934,18.043722230092815,7.380047297889112
13107,7.63385403845042,41.84981897320261,9.266705015729226,9.149391036924273,7.661820092844004
13109,3.4605638530096825,11.219933910898565,8.900601808137896,8.992666486680754,3.480949461329596
13111,5.583859494393888,31.347616230225306,1319.1643230743812,1333.1036690533535,5.605675746693527
13113,107.75780791640098,177.94359848551247,120.04051411340303,121.06752722074401,111.26399229219587
13115,64.72706361300733,649.6827658051071,76.14410129750995,75.85966735405596,66.38171148287643
13117,177.4085699724342,778.2317286505659,190.6330804334337,189.5123378893598,187.95051239379873
13119,10.586743453280986,50.58578173667884,16.46486959729459,16.48134736417516,10.556275729175791
13121,6632.615374485531,13431.867886608783,7103.087108555119,7023.556133733519,7077.899010247875
13123,16.93769015767454,42.339396769830856,21.66780526726176,21.428025412715495,17.23675221161426
13125,0.34842778313041955,0.34842778313041955,0.35244010647737356,0.34842778313041955,0.21923447490584222
13127,127.27462907263715,630.1100113196941,4300.950127759709,4278.147962485938,127.22291319961462
13129,40.23329289066611,276.9241183711085,47.93392342502821,47.35578350557992,40.75667863712008
13131,4.972752013086318,9.358871341546553,5.4511305441471976,5.407593794086321,5.240168170272401
13133,5.423525157755049,4.203032774307509,5.697258951827474,5.636835352643702,5.752124025575895
13135,4385.394408484487,23004.253619583164,4715.127818110559,4683.431542543217,4615.617412630288
13137,29.47390987239994,110.71784093773854,32.20763271112178,32.26118804240389,30.316282736270477
13139,446.0228596838021,940.6273514311251,429.7421824368728,445.1243534259246,479.55601296312517
13141,4.177149998871083,6.766170408762299,4.753358086986522,4.697589987230714,4.2314968906017345
13143,16.239256235297695,59.10185777577468,20.81198888424067,20.51768704445787,16.13637558027503
13145,5.107657020840027,12.574912588973804,5.857687714330195,5.7980537715435165,5.012612770430059
13147,35.71647543137427,35.71647543137427,35.91952085181899,35.71647543137427,4.03564859420163
13149,1.9450847276071848,5.197485831127014,2.330274088944889,2.3016990617146265,1.9686432512919334
13151,315.2901159474041,893.0464423301482,326.36041956869195,323.152898960565,328.19541035298244
13153,110.94189115789315,233.7184934517054,114.75466613911684,113.8267453141016,115.46027853201367
13155,2.1208997423569973,2.5531202114376836,2.189747069223363,2.250430008503104,2.1051064202505034
13157,34.51311851909554,331.7289579852741,37.090264778072594,38.60603950035917,35.36594551983883
13159,13.908109667117682,10.831735702581094,15.374271006316578,15.221474712297809,14.009021634404835
13163,5.211288334630558,27.093393899661816,7.247173857814543,7.224476444987351,5.326880966979066
13165,2.1362717788558516,4.0300537903383225,1.9247757528932985,2.233188285210551,2.03862660944206
13167,4.885756032383352,7.045202485078215,5.002552266617896,4.96375207224487,4.646054129806428
13169,4.407452726177589,10.721061696936843,5.59743684262359,5.530407905914748,4.499956205658228
13171,8.973027745487938,7.567403826415489,9.646755180267267,9.510321793936946,9.060523780327582
13173,6.19741969297827,4.561651782387681,6.843943822334874,6.829420882989022,6.123587632477883
13175,74.76613945120016,141.26131624398482,82.99870410596007,82.05132008916084,75.94989927301391
13177,18.031060053965284,444.18363906706105,18.32169363232843,18.155338573129157,12.455285977051766
13179,10.355237438717372,63.968925574134445,98.30761289638903,97.4386883771203,10.6364193746168
13181,1.1266512898304644,1.330340034024439,1.2120281774262245,1.2138399328225056,1.150214592274678
13185,364.58019470354634,1000.739305313436,485.4232708228743,479.4560836016117,363.64675483927476
13187,64.58325304370675,64.58325304370675,120.33819241982506,84.24756493506493,13.911097486204783
13189,8.100629353208559,6.761203189685426,8.358946474886574,8.289510970430122,8.357449417535253
13191,1.2044481032425531,4.334574716570377,5.4507726638376885,5.659668527461638,1.2181834107033374
13193,1.8341282695609695,10.289166868333835,1.8850657422733454,1.8613240796645467,1.6617325041604623
13195,9.171173212006286,45.515911816284415,17.90116645426246,17.55095828450382,9.3375667863712
13197,1.3845292952611707,1.7856591459903597,1.450843002984516,1.4383573628112871,1.3678724708767627
13199,11.21933951811196,6.933724834166031,12.061702130329957,11.921123310545447,11.210212840501006
13201,2.0826963636302565,8.311097404527354,1.488365265785077,1.9995326471812005,2.0622755539984237
