,mse_confirmed-only,ihme,mse_smell-0delay,mse_hh-0delay,naive
36001,167.96145692974372,1733.5618543379953,163.5275991772381,162.0181443775842,169.88482088114216
36003,8.343653994565484,114.06145325262753,1480.5080597136287,1458.2589995864485,8.364544100902165
36007,118.07845811743213,1330.064017160082,2748.4445532976497,2712.419957766492,118.06665498817554
36009,17.713183626935745,165.80160262953248,668.4232237387479,660.3235509766223,17.855916615573268
36011,26.894004806883338,134.1112665909342,97.74505451821626,96.08430608923405,27.136638346325654
36013,32.91413069249396,212.6967373236024,545.3405907181057,543.4569720032706,33.02032057458177
36015,50.020889646045006,603.4602585355491,2065.2336448378956,2035.8637697114136,49.97529999124113
36017,4.151978275087533,21.931894107432615,8.628058684621593,8.473154307014495,4.206183761058071
36019,3.2051960261234824,14.775637642075155,140.3116862591783,138.03994134371283,3.211351493387055
36021,8.252280033211647,32.70755241196909,70.09932775267502,69.02890782860321,8.092318472453357
36023,9.562248671794512,96.16658824854015,303.3373624858801,299.1809116902986,9.585617938162388
36025,1.845415906276847,10.378577142904993,227.88071483190734,224.42603172113232,1.863274064990803
36027,176.72053878193856,819.5251363486476,145.02727042582248,143.22053472755312,171.09739861609881
36029,2295.613576811948,38506.16080038335,5392.50341978172,5336.544880128285,2289.906718052028
36031,1.6737355099331446,4.7379726675109834,73.54808386816468,75.45800800713064,1.6916878339318562
36033,4.829898198919812,13.3031936567268,18.50576331363692,18.24653040655887,4.837610580712971
36035,12.074922754861568,32.12252760048306,121.40133264567494,119.46816222386092,12.057896119821317
36037,11.564619216187182,132.27675284979276,8.917375602864812,8.810196253248902,12.129631251642287
36039,8.502661574883627,21.4728636241453,28.88626606768139,28.431774980455543,8.492511167557153
36041,0.14491587068991704,0.3205051494096224,3.2113611523485766,3.052512566445936,0.1448716825786108
36043,8.997446787648947,61.744192002700395,126.0143475963018,124.0818740028082,9.112551458351582
36045,9.578887216325176,64.63583608832798,16908.57831995387,16651.17258633624,9.719453446614697
36049,4.511266665681656,21.026737167837357,12.9869196516091,12.838738342400516,4.504861171936586
36051,6.689714964704426,60.779086503380796,2355958.1595578277,2320572.826967778,6.729964088639748
36053,32.60132664947329,113.76731291070801,56809.07602711531,56199.95617460796,32.609704826136465
36055,1668.6805124871191,24216.169417061097,10790.437215335924,10651.919452255532,1688.6561268284136
36057,4.292501667081485,26.682797397122677,29.17078584713616,28.674965892366576,4.328107208548655
36059,2664.9403309405766,18327.900604996168,2261.7832621042744,2232.0742515513534,7078.4258561793795
36063,155.2352088912562,1536.6126492617998,790.4064469182871,780.4012970614385,156.03661206972058
36065,353.47477058410635,2698.8502954998326,211.5938652296522,208.83998988366233,356.43172462117894
36067,626.7035713794861,8982.60699670005,43715.36347721964,43165.708706212834,627.4785845668739
36069,20.246367363139058,183.87428635570473,4018.617558118669,3961.188606029353,20.448366471051944
36071,1184.546150617839,1858.4493638627937,1169.583066580025,1154.3711121065878,1152.9940439695192
36073,5.409645301835488,22.195002205306636,16.214114087931993,15.906024990572984,5.431637032495402
36075,30.931584101743056,326.6516003213728,779.4780325140905,769.5624335775311,31.000437943417708
36077,14.330364493854871,34.67073823809569,216.04904851112587,220.70079268784357,14.385740562319347
36079,120.16658801365523,359.37848314794945,120.22781197559604,118.77460950257874,115.98309538407638
36083,30.818563456322835,231.027468258091,8237.592719299433,8129.757477926598,31.212577734956643
36087,1456.3452622466145,2308.5326262642975,1463.6465154725836,1446.9447977030015,1456.8174651834981
36089,14.616194240323985,89.86849997012527,270.07964919892635,266.09159485271,14.866252080231234
36091,40.91360918762025,411.80398375084906,5296.5079701635705,5225.980811707446,41.7188403258299
36093,83.0455505828436,484.5856591980224,84.72680360455352,84.5257043088356,83.5517211176316
36095,1.266320063749695,4.77548508814467,6.346461568012775,6.265149286935253,1.2680213716387843
36097,0.4326372371870612,7.041048942561544,14.82865516079848,14.604502683559849,0.43277568538144867
36099,1.6385673634264286,11.225341535225967,187.4424695427985,183.62181966983925,1.6386090917053522
36101,20.265471270493737,207.74619997116926,29.66860200701554,29.206923675278976,20.625821143908205
36103,5604.455616651396,32384.704322013084,4835.239538539965,4768.76063422253,10704.068319173164
36105,17.633817025165584,74.81147080904921,19.64278311452833,19.562653792548158,16.673732153805727
36107,6.843768629838333,73.56990898415633,707.7040016676132,695.985538509379,6.826399229219585
36109,13.056684244356186,98.06698289887235,1537.707361585784,1526.803573074251,13.1460979241482
36111,82.49494671536405,298.9495686818821,78.55949981500197,77.7574664326364,85.44792852763422
36113,3.067805813274109,11.432077964511668,14.524742421696274,14.264377931463027,3.175352544451257
36115,3.20716081387373,7.817003050400772,38.461035003637384,37.805501397872426,3.1900674432863276
36117,11.977925197341058,130.89970312155052,783.4221530092567,772.7442058901776,12.029867741087852
36119,1802.8767307320988,16021.258434137433,1546.881506134223,1527.170239363327,4340.10931067706
36121,6.7918604431149365,42.82338412823695,288.33916174157,283.71169703954627,6.81816589296663
36123,1.019702625291404,6.136883571282392,9.45496463124159,9.310561098170933,1.0217219935184372
New York City,52208.46058441833,318046.6562575968,39757.796553431865,39512.52617105589,146736.1204344399
